,powerPlay,AverageScore,battingTeam,bowlingTeam,city,delivery_left,score,CurrentRunRate,wicketsLeft,Run_In_Last5,Wickets_In_Last5,Final_Score,innings
118883,0,135.609756097561,India,Sri Lanka,Colombo,18,143,8.411764705882353,6,42.0,0.0,153,2
135744,0,149.95833333333334,England,New Zealand,Auckland,82,97,15.31578947368421,7,79.0,1.0,146,2
123420,0,147.11764705882354,Australia,Sri Lanka,Pallekele,22,108,6.612244897959184,3,21.0,3.0,163,2
62289,1,178.0,Zimbabwe,South Africa,Potchefstroom,88,34,6.375,8,34.0,2.0,132,1
154288,0,140.0,England,Pakistan,Cardiff,81,51,7.846153846153846,9,37.0,1.0,175,2
66381,0,87.0,West Indies,India,Providence,31,99,6.674157303370786,6,41.0,1.0,146,1
122099,0,147.11764705882354,Sri Lanka,New Zealand,Pallekele,45,101,8.08,9,38.0,0.0,143,2
95606,0,143.0,Bangladesh,India,Nottingham,52,86,7.588235294117647,6,28.0,2.0,155,2
87398,0,153.33333333333334,Sri Lanka,New Zealand,Kandy,46,90,7.297297297297297,8,32.0,1.0,174,1
41768,0,152.8,New Zealand,Pakistan,London,11,99,5.4495412844036695,1,20.0,3.0,99,1
156561,0,148.0,Australia,New Zealand,Christchurch,50,105,9.0,8,43.0,1.0,214,2
89037,0,134.0,West Indies,Ireland,Jamaica,20,79,4.739999999999999,3,22.0,4.0,96,1
69763,0,142.375,England,South Africa,Cardiff,77,55,7.674418604651162,9,35.0,0.0,181,1
36166,0,168.44444444444446,Australia,England,Southampton,79,70,10.24390243902439,9,54.0,0.0,248,1
9888,0,138.1627906976744,Ireland,Netherlands,Dubai,82,39,6.157894736842105,9,30.0,1.0,151,1
174765,0,153.0,West Indies,New Zealand,Nelson,55,67,6.184615384615384,5,27.0,3.0,140,2
4636,0,160.83333333333334,Pakistan,South Africa,Nottingham,72,56,7.0,8,27.0,0.0,149,1
142899,0,130.71428571428572,West Indies,Afghanistan,Nagpur,28,85,5.543478260869565,6,26.0,1.0,117,2
39762,0,172.66666666666666,West Indies,South Africa,St George's,71,61,7.469387755102042,8,29.0,1.0,167,1
98590,0,149.28571428571428,South Africa,Australia,Cape Town,58,67,6.483870967741935,5,25.0,3.0,96,2
86932,0,169.6,England,South Africa,Birmingham,74,62,8.08695652173913,8,35.0,1.0,118,1
97086,0,149.28571428571428,Pakistan,Bangladesh,Cape Town,29,106,6.989010989010989,6,29.0,1.0,141,2
85445,1,166.4,Sri Lanka,Australia,Brisbane,90,28,5.6,9,27.0,1.0,117,1
13267,0,170.24137931034483,South Africa,West Indies,Johannesburg,27,184,11.870967741935484,6,55.0,1.0,231,1
123013,0,147.11764705882354,England,Sri Lanka,Pallekele,53,76,6.8059701492537314,6,35.0,1.0,150,2
25883,0,177.6,Sri Lanka,India,Chandigarh,79,79,11.560975609756099,9,60.0,0.0,206,1
134840,0,153.6,Ireland,Zimbabwe,Sylhet,0,164,8.2,3,34.0,3.0,164,2
87993,0,104.0,Sri Lanka,India,Visakhapatnam,77,34,4.7441860465116275,5,22.0,2.0,82,1
55251,0,148.20689655172413,West Indies,Pakistan,Mirpur,73,51,6.51063829787234,8,30.0,1.0,166,1
37463,0,146.41666666666666,Afghanistan,Zimbabwe,Abu Dhabi,15,158,9.028571428571428,6,45.0,2.0,193,1
48894,0,168.66666666666666,Sri Lanka,New Zealand,Auckland,29,86,5.670329670329671,2,29.0,3.0,115,1
84628,0,174.16666666666666,India,Pakistan,Ahmedabad,11,163,8.972477064220183,7,57.0,0.0,192,1
112523,0,138.07142857142858,Zimbabwe,Pakistan,Harare,10,133,7.254545454545455,5,31.0,4.0,141,2
168524,0,160.25,Bangladesh,Zimbabwe,Bulawayo,53,89,7.970149253731344,9,39.0,0.0,162,2
97438,0,149.28571428571428,South Africa,Bangladesh,Cape Town,36,109,7.785714285714286,8,39.0,1.0,146,2
13137,0,170.24137931034483,Australia,South Africa,Johannesburg,28,152,9.91304347826087,6,45.0,2.0,196,1
106279,0,149.27586206896552,New Zealand,South Africa,Johannesburg,12,125,6.944444444444445,5,42.0,1.0,134,2
99566,0,128.3953488372093,Pakistan,Afghanistan,Dubai,82,39,6.157894736842105,9,34.0,1.0,148,2
16164,0,170.24137931034483,South Africa,Pakistan,Johannesburg,72,67,8.375,8,39.0,2.0,188,1
91812,0,174.0,South Africa,England,Taunton,29,131,8.637362637362637,5,47.0,3.0,174,1
54083,0,148.20689655172413,West Indies,India,Mirpur,14,97,5.4905660377358485,5,35.0,3.0,129,1
172321,0,132.0,West Indies,India,Jamaica,76,77,10.5,10,62.0,0.0,194,2
129903,0,141.33333333333334,Ireland,Sri Lanka,London,49,72,6.084507042253521,9,29.0,1.0,135,2
60369,0,149.0,Afghanistan,Bangladesh,Chattogram,68,73,8.423076923076923,10,48.0,0.0,138,1
105069,0,149.27586206896552,South Africa,Australia,Johannesburg,62,67,6.931034482758621,7,25.0,2.0,168,2
3583,0,154.71428571428572,India,South Africa,Bengaluru,11,119,6.55045871559633,4,24.0,1.0,134,1
165750,0,154.25,Sri Lanka,South Africa,Centurion,22,113,6.918367346938776,3,43.0,1.0,164,2
15944,0,170.24137931034483,New Zealand,South Africa,Johannesburg,47,76,6.2465753424657535,6,26.0,1.0,129,1
154134,0,109.5,Pakistan,West Indies,Karachi,45,109,8.72,9,33.0,0.0,154,2
19860,0,145.89473684210526,Bangladesh,Zimbabwe,Dhaka,49,97,8.197183098591548,9,28.0,1.0,200,1
32847,1,153.14285714285714,Sri Lanka,India,Colombo,88,56,10.5,10,56.0,0.0,171,1
143998,0,141.92307692307693,Sri Lanka,Australia,Sydney,60,66,6.6,7,30.0,3.0,139,2
103735,0,149.27586206896552,South Africa,Australia,Johannesburg,57,60,5.714285714285714,3,23.0,5.0,89,2
56777,0,159.33333333333334,England,Sri Lanka,Bristol,34,106,7.395348837209302,5,41.0,3.0,136,1
89978,0,179.33333333333334,South Africa,Ireland,Belfast,4,141,7.293103448275862,3,57.0,2.0,159,1
90187,0,171.0,Ireland,Zimbabwe,Derry,38,91,6.658536585365854,6,37.0,1.0,171,1
61599,0,154.66666666666666,Ireland,Zimbabwe,Bready,26,140,8.936170212765958,8,48.0,1.0,174,1
27217,0,146.14285714285714,Afghanistan,Netherlands,Sharjah,53,50,4.477611940298508,5,24.0,2.0,90,1
125385,0,129.41666666666666,New Zealand,England,Abu Dhabi,18,130,7.647058823529412,6,49.0,2.0,167,2
108056,1,135.2,New Zealand,West Indies,Wellington,86,50,8.823529411764705,7,42.0,3.0,163,2
153088,0,148.54545454545453,Pakistan,Sri Lanka,Lahore,64,61,6.535714285714286,5,38.0,3.0,147,2
3690,0,160.83333333333334,England,South Africa,Nottingham,28,91,5.934782608695652,3,42.0,4.0,111,1
24176,0,178.75,Pakistan,New Zealand,Hamilton,64,63,6.75,6,35.0,2.0,163,1
43321,0,152.8,New Zealand,England,London,60,104,10.4,9,51.0,0.0,201,1
320,0,159.2,New Zealand,Sri Lanka,Lauderhill,49,60,5.070422535211267,4,33.0,1.0,81,1
37960,0,146.41666666666666,Sri Lanka,Pakistan,Abu Dhabi,21,127,7.696969696969697,6,29.0,1.0,141,1
126657,0,129.41666666666666,Zimbabwe,Afghanistan,Abu Dhabi,5,124,6.469565217391304,5,48.0,0.0,136,2
145121,0,141.92307692307693,India,Australia,Sydney,15,121,6.914285714285715,4,45.0,1.0,140,2
8135,0,138.1627906976744,Pakistan,Australia,Dubai,38,98,7.170731707317073,9,31.0,1.0,176,1
45114,0,129.66666666666666,India,West Indies,Trinidad,2,153,7.779661016949152,4,65.0,2.0,159,1
7668,0,156.9047619047619,South Africa,Australia,Cape Town,11,132,7.26605504587156,7,51.0,0.0,146,1
160198,0,172.0,Bangladesh,South Africa,Bloemfontein,61,95,9.661016949152541,7,43.0,2.0,175,2
116752,1,136.78571428571428,England,South Africa,Sharjah,89,56,10.838709677419354,9,56.0,1.0,179,2
23788,0,157.21428571428572,Pakistan,Zimbabwe,Harare,73,50,6.382978723404255,8,35.0,1.0,149,1
53228,0,148.20689655172413,Pakistan,Bangladesh,Mirpur,12,105,5.833333333333333,4,51.0,2.0,129,1
64533,0,153.88235294117646,New Zealand,Pakistan,Barbados,13,113,6.336448598130842,4,29.0,2.0,133,1
52838,0,148.20689655172413,Bangladesh,Australia,Mirpur,32,111,7.568181818181818,8,47.0,0.0,153,1
156901,0,174.0,India,New Zealand,Chennai,82,51,8.052631578947368,9,38.0,1.0,166,2
41979,0,152.8,Sri Lanka,Ireland,London,35,97,6.847058823529412,6,39.0,2.0,144,1
80880,0,182.0,Bangladesh,New Zealand,Napier,69,56,6.588235294117647,6,37.0,3.0,141,1
130340,1,141.33333333333334,New Zealand,South Africa,London,89,33,6.387096774193548,10,33.0,0.0,169,2
11664,0,138.1627906976744,Pakistan,West Indies,Dubai,1,159,8.016806722689076,6,48.0,1.0,160,1
4060,0,160.83333333333334,India,Bangladesh,Nottingham,29,114,7.516483516483516,8,32.0,1.0,180,1
77766,0,180.0,Ireland,Afghanistan,Greater Noida,40,104,7.8,6,35.0,2.0,142,1
168882,0,151.0,India,England,Birmingham,57,91,8.666666666666666,8,44.0,1.0,177,2
97498,1,149.28571428571428,England,South Africa,Cape Town,90,32,6.4,8,32.0,2.0,183,2
130424,0,141.33333333333334,New Zealand,South Africa,London,9,162,8.756756756756756,8,44.0,1.0,169,2
107899,0,135.2,India,New Zealand,Wellington,5,138,7.199999999999999,1,35.0,3.0,139,2
23084,0,157.21428571428572,Zimbabwe,Bangladesh,Harare,35,140,9.882352941176471,7,42.0,2.0,193,1
132224,0,141.33333333333334,Pakistan,England,London,21,110,6.666666666666667,5,28.0,2.0,137,2
62913,0,136.0,Netherlands,Bangladesh,The Hague,80,43,6.449999999999999,7,34.0,2.0,144,1
1970,0,154.0,Pakistan,Bangladesh,St Lucia,3,167,8.564102564102564,7,35.0,3.0,172,1
117566,0,135.609756097561,Sri Lanka,New Zealand,Colombo,61,85,8.64406779661017,6,31.0,2.0,138,2
50203,0,168.66666666666666,New Zealand,Australia,Auckland,64,90,9.642857142857142,6,42.0,3.0,150,1
102712,0,128.3953488372093,Ireland,Afghanistan,Dubai,64,88,9.428571428571429,8,44.0,0.0,156,2
68462,1,169.22222222222223,India,New Zealand,Mount Maunganui,89,50,9.67741935483871,9,46.0,1.0,163,1
116797,0,136.78571428571428,England,South Africa,Sharjah,46,110,8.91891891891892,6,47.0,1.0,179,2
30317,0,153.14285714285714,Sri Lanka,Bangladesh,Colombo,34,148,10.325581395348836,7,52.0,2.0,214,1
4940,0,160.83333333333334,Ireland,India,Nottingham,13,111,6.224299065420561,2,48.0,3.0,112,1
47289,0,166.2,Netherlands,Zimbabwe,Sylhet,78,47,6.714285714285714,6,33.0,2.0,140,1
116601,0,136.78571428571428,Sri Lanka,Bangladesh,Sharjah,44,103,8.131578947368421,6,32.0,3.0,172,2
85232,0,171.66666666666666,West Indies,Australia,Gros Islet,45,68,5.44,6,32.0,1.0,145,1
98239,0,149.28571428571428,South Africa,Sri Lanka,Cape Town,48,69,5.75,7,32.0,1.0,134,2
100798,0,128.3953488372093,Australia,Pakistan,Dubai,27,111,7.161290322580645,6,32.0,2.0,151,2
147325,0,130.8,Zimbabwe,Afghanistan,Chattogram,17,139,8.097087378640776,7,31.0,2.0,156,2
102087,0,128.3953488372093,Pakistan,India,Dubai,19,132,7.841584158415842,10,47.0,0.0,152,2
139042,0,126.0,Bangladesh,Pakistan,Kolkata,43,87,6.779220779220779,6,29.0,2.0,146,2
91461,0,183.5,New Zealand,West Indies,Nelson,5,168,8.765217391304347,3,48.0,4.0,187,1
92873,0,119.2,West Indies,India,Lauderhill,37,85,6.144578313253012,7,27.0,1.0,98,2
48890,0,168.66666666666666,Sri Lanka,New Zealand,Auckland,32,72,4.909090909090909,2,18.0,3.0,115,1
21483,0,157.21428571428572,Australia,Zimbabwe,Harare,34,150,10.465116279069766,10,52.0,0.0,229,1
25430,0,178.75,New Zealand,Pakistan,Hamilton,30,117,7.8,7,34.0,2.0,185,1
17796,0,162.46666666666667,New Zealand,India,Wellington,35,147,10.376470588235295,8,59.0,1.0,219,1
51883,0,143.0,Pakistan,Bangladesh,Kolkata,41,118,8.962025316455696,9,40.0,0.0,201,1
81917,0,177.33333333333334,South Africa,Pakistan,Centurion,67,85,9.622641509433961,10,52.0,0.0,203,1
93267,0,148.91666666666666,Australia,West Indies,St Lucia,56,69,6.46875,8,33.0,0.0,109,2
21561,0,157.21428571428572,Zimbabwe,India,Harare,81,23,3.5384615384615383,8,15.0,2.0,140,1
81701,0,129.4,India,South Africa,Dharamsala,36,140,10.0,9,64.0,0.0,199,1
82830,1,177.33333333333334,Pakistan,South Africa,Centurion,86,41,7.235294117647059,9,37.0,1.0,195,1
42842,0,152.8,Sri Lanka,West Indies,London,45,80,6.4,7,31.0,3.0,158,1
44611,0,139.66666666666666,Zimbabwe,Pakistan,Rawalpindi,10,132,7.2,5,28.0,1.0,156,1
41734,0,152.8,New Zealand,Pakistan,London,43,73,5.688311688311688,4,30.0,3.0,99,1
99152,0,128.3953488372093,New Zealand,Pakistan,Dubai,35,104,7.341176470588236,3,48.0,5.0,119,2
68828,1,169.22222222222223,New Zealand,Bangladesh,Mount Maunganui,91,42,8.689655172413794,9,42.0,1.0,195,1
92477,0,119.2,Sri Lanka,New Zealand,Lauderhill,56,54,5.0625,7,30.0,1.0,92,2
23080,0,157.21428571428572,Zimbabwe,Bangladesh,Harare,39,138,10.222222222222221,7,49.0,2.0,193,1
42840,0,152.8,Sri Lanka,West Indies,London,47,79,6.493150684931507,7,31.0,3.0,158,1
54289,0,148.20689655172413,India,Sri Lanka,Mirpur,58,64,6.193548387096774,9,39.0,0.0,130,1
86009,0,166.4,Australia,South Africa,Brisbane,0,207,10.35,7,62.0,1.0,209,1
96086,0,143.0,England,Pakistan,Nottingham,55,124,11.446153846153846,6,55.0,1.0,201,2
152071,0,180.125,West Indies,England,Mumbai,13,180,10.093457943925234,6,56.0,0.0,183,2
134432,0,146.15384615384616,South Africa,New Zealand,Durban,43,95,7.402597402597403,8,36.0,1.0,152,2
30084,0,153.14285714285714,South Africa,Australia,Colombo,18,107,6.294117647058823,5,32.0,1.0,146,1
99760,0,128.3953488372093,England,Pakistan,Dubai,11,120,6.605504587155963,7,38.0,0.0,130,2
57995,0,163.23076923076923,South Africa,Australia,Sydney,20,122,7.319999999999999,6,30.0,2.0,145,1
55279,0,148.20689655172413,West Indies,Pakistan,Mirpur,47,74,6.082191780821918,6,29.0,2.0,166,1
38337,0,146.41666666666666,Pakistan,Australia,Abu Dhabi,10,133,7.254545454545455,2,29.0,7.0,155,1
154423,0,140.0,England,Pakistan,Cardiff,66,56,6.222222222222222,8,26.0,0.0,90,2
126600,0,129.41666666666666,Zimbabwe,Afghanistan,Abu Dhabi,61,55,5.59322033898305,7,24.0,2.0,136,2
2546,0,154.0,India,South Africa,St Lucia,47,89,7.315068493150685,8,50.0,0.0,186,1
129935,0,141.33333333333334,Ireland,Sri Lanka,London,17,106,6.174757281553398,6,34.0,3.0,135,2
71886,0,143.5,Pakistan,West Indies,St Vincent,56,61,5.71875,7,28.0,2.0,135,1
105984,0,149.27586206896552,South Africa,West Indies,Johannesburg,68,56,6.461538461538462,6,33.0,2.0,134,2
106585,0,149.27586206896552,Pakistan,South Africa,Johannesburg,1,189,9.529411764705882,4,59.0,3.0,189,2
117357,0,135.609756097561,Afghanistan,England,Colombo,51,36,3.130434782608696,2,12.0,3.0,80,2
22218,0,157.21428571428572,Zimbabwe,Bangladesh,Harare,37,101,7.301204819277108,7,30.0,1.0,166,1
63512,1,153.88235294117646,England,West Indies,Barbados,90,58,11.6,10,58.0,0.0,165,1
97873,1,149.28571428571428,Australia,Bangladesh,Cape Town,85,55,9.428571428571429,10,54.0,0.0,124,2
70418,0,166.28571428571428,Ireland,Netherlands,Dublin,32,91,6.204545454545455,7,28.0,1.0,128,1
63314,0,153.88235294117646,Australia,India,Barbados,45,126,10.08,9,63.0,1.0,184,1
9451,0,138.1627906976744,Afghanistan,Ireland,Dubai,58,60,5.806451612903225,8,35.0,0.0,139,1
117352,0,135.609756097561,Afghanistan,England,Colombo,56,28,2.625,2,6.0,3.0,80,2
43546,1,152.8,India,West Indies,London,87,33,6.0,7,27.0,3.0,153,1
124896,0,129.41666666666666,Afghanistan,Ireland,Abu Dhabi,59,71,6.983606557377049,8,32.0,2.0,126,2
53634,1,148.20689655172413,Zimbabwe,Bangladesh,Mirpur,87,21,3.8181818181818183,7,21.0,3.0,131,1
11203,1,138.1627906976744,India,Pakistan,Dubai,85,32,5.485714285714286,7,31.0,2.0,151,1
94136,0,148.91666666666666,England,New Zealand,St Lucia,5,153,7.982608695652173,3,49.0,3.0,153,2
88870,0,134.0,India,West Indies,Jamaica,64,88,9.428571428571429,8,37.0,2.0,190,1
66038,0,191.25,India,West Indies,Mumbai,1,233,11.747899159663866,7,60.0,1.0,240,1
128070,1,161.66666666666666,South Africa,West Indies,St George's,84,43,7.166666666666667,8,34.0,1.0,146,2
48063,0,183.33333333333334,New Zealand,India,Rajkot,47,109,8.958904109589042,9,49.0,1.0,196,1
53765,0,148.20689655172413,South Africa,Bangladesh,Mirpur,75,51,6.8,8,39.0,1.0,148,1
147413,0,120.66666666666667,Ireland,Afghanistan,Bready,49,65,5.492957746478873,4,29.0,3.0,79,2
124300,0,143.44444444444446,England,Australia,Southampton,40,106,7.949999999999999,8,45.0,1.0,158,2
89824,0,179.33333333333334,Bangladesh,Ireland,Belfast,37,118,8.53012048192771,7,46.0,2.0,190,1
174273,0,161.0,Bangladesh,Pakistan,Nairobi,56,100,9.375,7,33.0,2.0,161,2
115785,0,136.78571428571428,Zimbabwe,Afghanistan,Sharjah,71,50,6.122448979591837,8,38.0,1.0,141,2
93561,0,148.91666666666666,Bangladesh,Pakistan,St Lucia,82,38,6.0,8,32.0,1.0,151,2
173413,0,125.33333333333333,Ireland,South Africa,Belfast,14,108,6.113207547169811,1,22.0,4.0,117,2
106312,1,149.27586206896552,South Africa,New Zealand,Johannesburg,89,34,6.580645161290322,8,34.0,2.0,131,2
38017,0,146.41666666666666,Afghanistan,New Zealand,Abu Dhabi,83,25,4.0540540540540535,7,18.0,3.0,124,1
106031,0,149.27586206896552,South Africa,West Indies,Johannesburg,21,97,5.878787878787879,4,31.0,1.0,134,2
130075,0,141.33333333333334,England,Sri Lanka,London,6,160,8.421052631578947,3,49.0,3.0,174,2
3205,0,154.71428571428572,India,Bangladesh,Bengaluru,18,118,6.9411764705882355,4,39.0,4.0,146,1
103743,0,149.27586206896552,South Africa,Australia,Johannesburg,51,75,6.521739130434782,3,34.0,3.0,89,2
172547,1,132.0,Ireland,West Indies,Jamaica,88,33,6.1875,8,33.0,2.0,117,2
60283,0,149.0,Netherlands,New Zealand,Chattogram,31,104,7.011235955056179,7,46.0,1.0,151,1
98375,0,149.28571428571428,Zimbabwe,Australia,Cape Town,35,88,6.211764705882353,6,29.0,1.0,139,2
83028,0,177.33333333333334,South Africa,Pakistan,Centurion,14,141,7.981132075471698,3,32.0,4.0,144,1
141404,0,130.3448275862069,Bangladesh,West Indies,Mirpur,2,129,6.5593220338983045,3,41.0,2.0,135,2
77429,0,140.66666666666666,Sri Lanka,West Indies,Coolidge,5,118,6.156521739130435,6,43.0,0.0,131,1
121857,0,135.609756097561,Afghanistan,India,Colombo,30,100,6.666666666666667,4,31.0,4.0,136,2
113389,0,138.07142857142858,Pakistan,Zimbabwe,Harare,13,85,4.766355140186916,5,23.0,2.0,99,2
148765,0,138.0,Bangladesh,South Africa,Potchefstroom,43,99,7.7142857142857135,3,35.0,3.0,141,2
57712,0,163.23076923076923,Australia,New Zealand,Sydney,56,74,6.9375,7,28.0,1.0,150,1
965,0,159.2,West Indies,India,Lauderhill,15,223,12.742857142857142,7,49.0,2.0,245,1
1047,0,159.2,India,West Indies,Lauderhill,61,76,7.728813559322034,9,37.0,1.0,167,1
140768,0,130.3448275862069,Bangladesh,South Africa,Mirpur,49,64,5.408450704225352,5,22.0,3.0,96,2
57692,0,163.23076923076923,Australia,New Zealand,Sydney,76,53,7.2272727272727275,7,30.0,3.0,150,1
160019,0,139.8,Australia,India,Adelaide,23,129,7.979381443298968,3,34.0,3.0,151,2
91950,0,162.0,Afghanistan,Netherlands,Edinburgh,12,138,7.666666666666667,6,57.0,1.0,162,1
83224,0,177.33333333333334,South Africa,England,Centurion,59,101,9.934426229508198,8,40.0,2.0,222,1
34837,0,169.58823529411765,Pakistan,New Zealand,Pallekele,47,110,9.04109589041096,9,48.0,0.0,177,1
67800,0,161.36363636363637,Zimbabwe,Pakistan,Lahore,3,173,8.871794871794872,7,51.0,2.0,175,1
171242,0,157.57142857142858,West Indies,New Zealand,Mount Maunganui,27,123,7.935483870967742,4,46.0,2.0,166,2
68008,0,191.0,Pakistan,West Indies,Karachi,39,125,9.25925925925926,9,54.0,0.0,205,1
146227,0,130.8,England,South Africa,Chattogram,1,187,9.428571428571429,3,52.0,2.0,193,2
127352,0,129.41666666666666,New Zealand,Pakistan,Abu Dhabi,65,62,6.763636363636364,9,34.0,1.0,146,2
69426,0,142.375,Pakistan,England,Cardiff,48,47,3.9166666666666665,5,21.0,1.0,89,1
120437,0,135.609756097561,South Africa,Sri Lanka,Colombo,53,88,7.880597014925374,10,40.0,0.0,121,2
174304,0,161.0,Bangladesh,Pakistan,Nairobi,25,135,8.526315789473683,4,29.0,3.0,161,2
8138,0,138.1627906976744,Pakistan,Australia,Dubai,35,106,7.482352941176471,9,37.0,1.0,176,1
14840,0,170.24137931034483,South Africa,Australia,Johannesburg,76,75,10.227272727272728,9,55.0,0.0,204,1
66983,0,161.36363636363637,Sri Lanka,Pakistan,Lahore,69,69,8.117647058823529,8,46.0,1.0,182,1
90182,0,171.0,Ireland,Zimbabwe,Derry,43,88,6.857142857142857,7,36.0,0.0,171,1
108779,0,125.15789473684211,Australia,Bangladesh,Dhaka,64,63,6.75,6,16.0,3.0,105,2
114768,1,162.58333333333334,South Africa,New Zealand,Hamilton,89,51,9.870967741935484,8,49.0,2.0,174,2
63061,0,207.0,West Indies,India,Hyderabad,56,106,9.9375,7,40.0,1.0,207,1
157038,0,174.0,India,West Indies,Chennai,68,65,7.500000000000001,8,34.0,1.0,182,2
31183,0,153.14285714285714,India,Australia,Colombo,43,84,6.545454545454545,5,25.0,3.0,140,1
95655,0,143.0,Bangladesh,India,Nottingham,5,140,7.304347826086956,3,29.0,2.0,155,2
128088,0,161.66666666666666,South Africa,West Indies,St George's,66,62,6.888888888888889,8,26.0,1.0,146,2
61726,0,179.8,Bangladesh,Afghanistan,Dehradun,21,105,6.363636363636363,3,16.0,4.0,134,1
121028,0,135.609756097561,Sri Lanka,England,Colombo,50,83,7.114285714285715,5,34.0,3.0,157,2
98086,0,149.28571428571428,England,South Africa,Cape Town,79,34,4.975609756097561,7,27.0,2.0,135,2
148529,0,157.4,Ireland,Afghanistan,Dehradun,51,113,9.826086956521738,9,45.0,0.0,178,2
79401,0,110.0,Bangladesh,West Indies,St Kitts,15,100,5.714285714285714,2,25.0,1.0,118,1
134032,0,146.15384615384616,England,India,Durban,72,74,9.25,9,55.0,1.0,200,2
173688,1,215.0,Australia,New Zealand,Dunedin,86,52,9.176470588235293,9,43.0,1.0,215,2
10207,0,138.1627906976744,New Zealand,Pakistan,Dubai,10,128,6.981818181818182,5,33.0,1.0,135,1
133210,0,123.16666666666667,West Indies,England,Trinidad,51,82,7.130434782608695,8,29.0,0.0,123,2
35503,0,168.44444444444446,Sri Lanka,England,Southampton,0,140,7.0,0,31.0,4.0,140,1
42195,0,152.8,Sri Lanka,Pakistan,London,72,80,10.0,10,40.0,0.0,150,1
68789,0,169.22222222222223,New Zealand,Bangladesh,Mount Maunganui,8,170,9.107142857142856,6,68.0,1.0,194,1
117470,0,135.609756097561,Sri Lanka,West Indies,Colombo,44,62,4.894736842105264,5,24.0,4.0,101,2
15706,0,170.24137931034483,South Africa,Sri Lanka,Johannesburg,43,77,6.0,3,26.0,4.0,113,1
94475,0,146.28571428571428,England,India,Bengaluru,29,123,8.10989010989011,4,35.0,4.0,127,2
25188,0,178.75,New Zealand,South Africa,Hamilton,41,101,7.670886075949367,8,35.0,1.0,173,1
158617,0,117.0,West Indies,India,Thiruvananthapuram,78,50,7.142857142857143,10,33.0,0.0,173,2
115357,0,170.6,Pakistan,Australia,Chandigarh,16,147,8.480769230769232,6,48.0,1.0,172,2
155753,1,130.42857142857142,Ireland,South Africa,Dublin,88,35,6.5625,6,29.0,3.0,132,2
127705,0,161.66666666666666,West Indies,Ireland,St George's,71,89,10.89795918367347,9,52.0,1.0,204,2
144705,0,141.92307692307693,India,Australia,Sydney,57,90,8.571428571428571,9,30.0,0.0,195,2
136909,0,149.95833333333334,New Zealand,Sri Lanka,Auckland,73,110,14.042553191489363,9,72.0,1.0,147,2
12581,0,138.1627906976744,Pakistan,Australia,Dubai,76,63,8.590909090909092,10,49.0,0.0,150,1
44604,0,139.66666666666666,Zimbabwe,Pakistan,Rawalpindi,17,125,7.281553398058252,5,32.0,1.0,156,1
53839,0,148.20689655172413,South Africa,Bangladesh,Mirpur,3,147,7.538461538461538,6,47.0,0.0,148,1
156191,0,148.0,Australia,New Zealand,Christchurch,69,52,6.117647058823529,6,34.0,1.0,131,2
174041,0,158.0,Sri Lanka,India,Indore,70,79,9.479999999999999,9,47.0,1.0,172,2
121058,0,135.609756097561,Sri Lanka,England,Colombo,21,122,7.393939393939394,2,39.0,3.0,157,2
79741,0,110.0,Afghanistan,West Indies,St Kitts,46,53,4.297297297297297,3,17.0,4.0,110,1
167866,0,145.2,Australia,Sri Lanka,Brisbane,42,117,9.0,9,42.0,0.0,118,2
34073,0,169.58823529411765,New Zealand,England,Pallekele,71,46,5.63265306122449,7,26.0,2.0,148,1
9185,0,138.1627906976744,West Indies,South Africa,Dubai,76,46,6.272727272727273,10,40.0,0.0,143,1
63712,0,153.88235294117646,West Indies,Australia,Barbados,18,152,8.941176470588236,4,32.0,3.0,160,1
86129,0,169.75,Zimbabwe,Afghanistan,Bulawayo,3,180,9.23076923076923,3,37.0,4.0,190,1
27995,0,153.14285714285714,England,Afghanistan,Colombo,18,141,8.294117647058824,8,57.0,0.0,196,1
135845,0,149.95833333333334,New Zealand,Australia,Auckland,52,96,8.470588235294118,5,41.0,3.0,170,2
172792,0,150.5,Australia,Pakistan,Canberra,28,119,7.760869565217391,7,31.0,1.0,151,2
21348,0,157.21428571428572,New Zealand,Zimbabwe,Harare,59,107,10.524590163934427,10,56.0,0.0,187,1
56422,0,155.71428571428572,India,England,Nagpur,12,129,7.166666666666667,6,36.0,1.0,144,1
13885,0,170.24137931034483,Pakistan,Sri Lanka,Johannesburg,28,134,8.739130434782608,6,62.0,1.0,189,1
60723,1,149.0,Sri Lanka,New Zealand,Chattogram,90,30,6.0,8,29.0,2.0,119,1
57592,1,163.23076923076923,Pakistan,Australia,Sydney,85,37,6.342857142857143,8,32.0,1.0,107,1
127059,0,129.41666666666666,England,Bangladesh,Abu Dhabi,71,76,9.306122448979593,9,47.0,1.0,126,2
39799,0,172.66666666666666,West Indies,South Africa,St George's,35,95,6.705882352941177,5,31.0,2.0,167,1
55493,0,148.20689655172413,Pakistan,Bangladesh,Mirpur,81,51,7.846153846153846,9,36.0,1.0,135,1
60433,0,149.0,Afghanistan,Bangladesh,Chattogram,6,129,6.7894736842105265,3,33.0,2.0,138,1
78245,0,180.0,Afghanistan,Ireland,Greater Noida,57,71,6.761904761904762,9,38.0,1.0,184,1
69194,0,169.22222222222223,New Zealand,West Indies,Mount Maunganui,31,159,10.719101123595506,8,74.0,0.0,238,1
